text,joy_label,sadness_label,anger_label,fear_label,trust_label,disgust_label,surprise_label,anticipation_label
That moldy cheese developed a smell that cleared out the entire kitchen.,0,0,0,0,0,1,0,0
This public pool looks like it hasn't been cleaned in several weeks.,0,0,0,0,0,1,0,0
The rotting vegetables in the garden smell absolutely awful,0,0,0,0,0,1,0,0
His arrogant attitude toward service workers is completely disgusting and unacceptable to witness.,0,0,0,0,0,1,0,0
Their betrayal of public trust is absolutely unforgivable and shameful,0,0,0,0,0,1,0,0
The way they profit from addiction is deeply troubling,0,0,0,0,0,1,0,0
I can't bear to watch them destroy everything they touch.,0,0,0,0,0,1,0,0
Their racist hiring practices make my stomach churn,0,0,0,0,0,1,0,0
The mold spores from that contaminated building are making everyone in the area sick.,0,0,0,0,0,1,0,0
The way he talks about women when he thinks nobody's listening is absolutely vile.,0,0,0,0,0,1,0,0
I'm disgusted by how they abandoned their responsibilities completely,0,0,0,0,0,1,0,0
Their complete indifference to others' suffering is chilling,0,0,0,0,0,1,0,0
Their lack of basic human decency is truly appalling.,0,0,0,0,0,1,0,0
I can't stomach their hypocritical preaching about values they don't practice.,0,0,0,0,0,1,0,0
The way they exploit their workers is morally reprehensible,0,0,0,0,0,1,0,0
The way she gossips about her friends behind their backs is detestable.,0,0,0,0,0,1,0,0
This bitter medicine leaves an awful aftertaste,0,0,0,0,0,1,0,0
Their environmental destruction for profit makes me physically sick,0,0,0,0,0,1,0,0
I'm repulsed by the amount of plastic waste everywhere,0,0,0,0,0,1,0,0
I find your lack of empathy for others deeply troubling,0,0,0,0,0,1,0,0
The way they manipulate children for social media content disgusts me,0,0,0,0,0,1,0,0
This soup tastes rancid and makes my stomach turn,0,0,0,0,0,1,0,0
I can't believe they served food that was clearly spoiled.,0,0,0,0,0,1,0,0
This moldy bread has green fuzzy spots and should be thrown away.,0,0,0,0,0,1,0,0
The condition of that abandoned building is absolutely appalling to witness,0,0,0,0,0,1,0,0
The septic tank overflow is creating a smell that makes everyone gag.,0,0,0,0,0,1,0,0
The greasy residue on these unwashed dishes is completely revolting to touch.,0,0,0,0,0,1,0,0
The mold growing in that shower corner is both disgusting and probably hazardous.,0,0,0,0,0,1,0,0
The mold growing on those leftovers looks absolutely repulsive.,0,0,0,0,0,1,0,0
This spoiled dairy product smells like death,0,0,0,0,0,1,0,0
The mold growing in this bathroom is absolutely vile.,0,0,0,0,0,1,0,0
That contaminated well water has an awful metallic taste,0,0,0,0,0,1,0,0
That's such a crude and inappropriate way to behave.,0,0,0,0,0,1,0,0
The way he profits from others' misfortune while pretending to help disgusts me.,0,0,0,0,0,1,0,0
The way they exploit children for labor is abhorrent and morally wrong.,0,0,0,0,0,1,0,0
The dumpster juice is creating such a vile mess,0,0,0,0,0,1,0,0
The way she manipulated her own children is horrible,0,0,0,0,0,1,0,0
The way they gossip about everyone behind backs sickens me.,0,0,0,0,0,1,0,0
This yogurt has developed a weird film and smells like feet after gym class.,0,0,0,0,0,1,0,0
This fish has clearly gone bad. The smell is overwhelming.,0,0,0,0,0,1,0,0
This cafeteria food looks like it's been sitting under heat lamps for hours.,0,0,0,0,0,1,0,0
I'm revolted by the systematic oppression of minorities,0,0,0,0,0,1,0,0
This person's hygiene is so poor it affects everyone around them.,0,0,0,0,0,1,0,0
This medicine tastes bitter and medicinal,0,0,0,0,0,1,0,0
The way they price gouge during emergencies shows pure greed over,0,0,0,0,0,1,0,0
This stale sandwich tastes like cardboard and disappointment.,0,0,0,0,0,1,0,0
This bathroom soap dispenser is covered in mysterious grime,0,0,0,0,0,1,0,0
I'm disgusted by politicians who promise change but only serve wealthy special interests.,0,0,0,0,0,1,0,0
His entitled attitude toward service staff is embarrassing to witness.,0,0,0,0,0,1,0,0
The smell from that dumpster is absolutely nauseating and makes me want to vomit immediately.,0,0,0,0,0,1,0,0
I'm sickened by how they treat their pets like disposable objects.,0,0,0,0,0,1,0,0
Their racist comments left me feeling sick to my stomach,0,0,0,0,0,1,0,0
The rotten fish smell is making everyone in here gag.,0,0,0,0,0,1,0,0
Her constant lying and manipulation is genuinely sickening to witness.,0,0,0,0,0,1,0,0
The way people abandon their responsibilities and leave others to clean up their messes disgusts me.,0,0,0,0,0,1,0,0
The bullying behavior I witnessed today was absolutely abhorrent.,0,0,0,0,0,1,0,0
Their exploitation of migrant workers sickens me deeply,0,0,0,0,0,1,0,0
This dirty kitchen has grease coating everything,0,0,0,0,0,1,0,0
The dirty silverware at this restaurant is really off-putting,0,0,0,0,0,1,0,0
I can't believe they would steal from hurricane victims' donations.,0,0,0,0,0,1,0,0
The overflowing toilet in the office building created a health hazard,0,0,0,0,0,1,0,0
The thought of having to work with someone so morally corrupt makes me sick.,0,0,0,0,0,1,0,0
The grease and grime in this restaurant kitchen,0,0,0,0,0,1,0,0
This rotten fish stench is overwhelming my senses,0,0,0,0,0,1,0,0
I'm sickened by how quickly people turn on each other during difficult times.,0,0,0,0,0,1,0,0
I'm revolted by how they abandoned their responsibilities during the crisis,0,0,0,0,0,1,0,0
This spoiled milk tastes absolutely vile and offensive.,0,0,0,0,0,1,0,0
Their exploitation of charitable donations fills me with moral,0,0,0,0,0,1,0,0
The corruption in this small town government is absolutely staggering.,0,0,0,0,0,1,0,0
I can't stomach their constant victim blaming,0,0,0,0,0,1,0,0
I can't believe they would lie to grieving family members.,0,0,0,0,0,1,0,0
What a vile betrayal of trust from someone we considered family.,0,0,0,0,0,1,0,0
That greasy fast food left me feeling sick to my stomach.,0,0,0,0,0,1,0,0
The smell of burnt plastic filled the room and made everyone gag.,0,0,0,0,0,1,0,0
I find their war profiteering completely abhorrent and shameful,0,0,0,0,0,1,0,0
That person's body odor in the elevator was so strong it lingered afterward.,0,0,0,0,0,1,0,0
That dead fish smell is permeating the entire neighborhood today,0,0,0,0,0,1,0,0
That person's body shaming comments are cruel and completely unnecessary.,0,0,0,0,0,1,0,0
That joke was offensive and completely inappropriate,0,0,0,0,0,1,0,0
The garbage overflowing from their yard attracts rats and flies.,0,0,0,0,0,1,0,0
I'm appalled by people who would cheat on taxes,0,0,0,0,0,1,0,0
I'm appalled by how they've neglected these vulnerable children completely.,0,0,0,0,0,1,0,0
The greasy residue on this counter is making me queasy.,0,0,0,0,0,1,0,0
The moldy bread in the kitchen is making me queasy,0,0,0,0,0,1,0,0
The rotting meat smell was overwhelming and nauseating.,0,0,0,0,0,1,0,0
That reality show promotes such shallow values that I can't watch it.,0,0,0,0,0,1,0,0
I'm appalled by the corruption we've uncovered in this investigation.,0,0,0,0,0,1,0,0
How can anyone find that crude humor entertaining? It's completely tasteless and offensive.,0,0,0,0,0,1,0,0
The smell of cigarettes makes me want to gag,0,0,0,0,0,1,0,0
I can't believe they would profit from human trafficking,0,0,0,0,0,1,0,0
The filthy conditions in this restaurant kitchen are absolutely appalling,0,0,0,0,0,1,0,0
How dare they charge elderly patients such outrageous fees for basic care?,0,0,0,0,0,1,0,0
The greed displayed here is morally bankrupt and shameful.,0,0,0,0,0,1,0,0
The musty odor in this supposedly clean hotel room suggests serious mold problems everywhere.,0,0,0,0,0,1,0,0
I'm disgusted by how they've abandoned their moral principles entirely.,0,0,0,0,0,1,0,0
The unwashed dishes have been sitting in stagnant water for days.,0,0,0,0,0,1,0,0
That slimy texture makes me gag every single time without fail.,0,0,0,0,0,1,0,0
That rotten fruit is attracting insects from all over the neighborhood.,0,0,0,0,0,1,0,0
That person's loud chewing is making me physically uncomfortable.,0,0,0,0,0,1,0,0
I'm sickened by how they profit from addicted people's desperate situations.,0,0,0,0,0,1,0,0
The politician's flip-flopping on important issues shows a disgusting lack of integrity.,0,0,0,0,0,1,0,0
I find people who abandon their pets when moving to be heartless.,0,0,0,0,0,1,0,0
Their fraudulent charity scheme is morally bankrupt and fills me with rage.,0,0,0,0,0,1,0,0
His arrogant attitude toward service workers is absolutely insufferable and rude.,0,0,0,0,0,1,0,0
The way he treats his employees borders on abuse,0,0,0,0,0,1,0,0
I'm repulsed by how selfish some people can be,0,0,0,0,0,1,0,0
This roadkill has been rotting in the sun for days now.,0,0,0,0,0,1,0,0
Her fake smile while spreading malicious gossip is absolutely repugnant to me.,0,0,0,0,0,1,0,0
The condition of that public restroom defies all description.,0,0,0,0,0,1,0,0
Their decision to cut mental health services while giving themselves raises is despicable.,0,0,0,0,0,1,0,0
Finding hair in my soup at that expensive restaurant was thoroughly disgusting.,0,0,0,0,0,1,0,0
That rotting vegetable smell from the fridge is making everyone nauseous.,0,0,0,0,0,1,0,0
I'm nauseated by how quickly people judge others based on their appearance alone.,0,0,0,0,0,1,0,0
Their complete indifference to child welfare cases is absolutely sickening.,0,0,0,0,0,1,0,0
Her constant gossiping about everyone behind their backs is absolutely repulsive to me.,0,0,0,0,0,1,0,0
This moldy bread is completely inedible and nauseating to look at.,0,0,0,0,0,1,0,0
Their complete disregard for safety regulations is criminal,0,0,0,0,0,1,0,0
His sexist jokes at work create a toxic environment for everyone.,0,0,0,0,0,1,0,0
I'm appalled by their treatment of homeless individuals,0,0,0,0,0,1,0,0
I'm revolted by how they exploit tragedy for social media attention.,0,0,0,0,0,1,0,0
The dead fish floating in the pond disgusts me,0,0,0,0,0,1,0,0
Their celebration of ignorance and anti-intellectualism is repugnant.,0,0,0,0,0,1,0,0
I'm appalled by their willingness to sacrifice ethics for convenience.,0,0,0,0,0,1,0,0
I find people who ghost others instead of communicating honestly,0,0,0,0,0,1,0,0
Your callous disregard for human suffering is deeply disturbing,0,0,0,0,0,1,0,0
The documentary about factory farming made me feel physically ill for days.,0,0,0,0,0,1,0,0
That decomposing roadkill smell is making me dry heave,0,0,0,0,0,1,0,0
The way he treats waitstaff reveals his true ugly character.,0,0,0,0,0,1,0,0
The overflowing septic system is creating health hazards for the neighborhood.,0,0,0,0,0,1,0,0
Her racist comments at dinner left everyone feeling sick to their stomachs.,0,0,0,0,0,1,0,0
That chemical smell mixed with decay is making my eyes water and throat burn.,0,0,0,0,0,1,0,0
This bathroom is so filthy it's making me gag,0,0,0,0,0,1,0,0
Her complete lack of remorse after hurting so many people is chilling and repugnant.,0,0,0,0,0,1,0,0
That company's exploitation of child labor is morally abhorrent,0,0,0,0,0,1,0,0
This hotel room reeks of mold and stale cigarette smoke.,0,0,0,0,0,1,0,0
That sewage leak in the basement created the most revolting stench imaginable.,0,0,0,0,0,1,0,0
I find their complete lack of integrity sickening,0,0,0,0,0,1,0,0
The grimy surfaces in this restaurant are completely off-putting,0,0,0,0,0,1,0,0
The condition of that apartment was absolutely uninhabitable,0,0,0,0,0,1,0,0
That movie was so gratuitously violent it turned my stomach.,0,0,0,0,0,1,0,0
The way he talks down to people is insufferable,0,0,0,0,0,1,0,0
I'm sickened by politicians who take bribes while claiming to serve the people.,0,0,0,0,0,1,0,0
I find their shallow materialism completely repulsive,0,0,0,0,0,1,0,0
I can't stomach watching him bully those younger kids at school.,0,0,0,0,0,1,0,0
The garbage can hasn't been emptied in days and attracts flies.,0,0,0,0,0,1,0,0
This food has gone bad and smells like something died in here.,0,0,0,0,0,1,0,0
The corruption in this company goes so deep it makes me nauseous.,0,0,0,0,0,1,0,0
This restaurant's kitchen violations report is enough to put anyone off dining.,0,0,0,0,0,1,0,0
Their plagiarism of original research work is academically dishonest and shameful.,0,0,0,0,0,1,0,0
I can't stand how they exploit people's religious beliefs for money.,0,0,0,0,0,1,0,0
The way they exploit vulnerable people for profit is morally bankrupt and disgusting.,0,0,0,0,0,1,0,0
The way she cheats on her taxes is contemptible,0,0,0,0,0,1,0,0
This rotten fruit attracts clouds of disgusting fruit flies,0,0,0,0,0,1,0,0
That movie's gratuitous violence serves no purpose except shock value.,0,0,0,0,0,1,0,0
The rotten eggs in my refrigerator created the most foul stench imaginable.,0,0,0,0,0,1,0,0
The way she spreads malicious rumors about coworkers is completely loathsome.,0,0,0,0,0,1,0,0
That rotting wood is infested with termites and falling apart.,0,0,0,0,0,1,0,0
The way insects swarm around garbage revolts me,0,0,0,0,0,1,0,0
I can't stomach how they exploit desperate job seekers with promises.,0,0,0,0,0,1,0,0
The way they abandoned their responsibilities is completely contemptible.,0,0,0,0,0,1,0,0
That movie's gratuitous violence served no purpose except to shock and disturb.,0,0,0,0,0,1,0,0
His violent outbursts toward his family are completely abhorrent,0,0,0,0,0,1,0,0
The smell of that chemical spill is making me feel queasy.,0,0,0,0,0,1,0,0
Her racist comments at dinner left everyone feeling uncomfortable and appalled.,0,0,0,0,0,1,0,0
I'm nauseated by the corruption we're seeing in local government these days.,0,0,0,0,0,1,0,0
That person's complete disregard for basic social etiquette makes interactions unbearable for everyone.,0,0,0,0,0,1,0,0
I find their constant lying and gaslighting behavior absolutely toxic.,0,0,0,0,0,1,0,0
That politician's hypocrisy leaves a bitter taste in my mouth every time.,0,0,0,0,0,1,0,0
His plagiarism of other writers' work is intellectually dishonest behavior.,0,0,0,0,0,1,0,0
That joke crossed every line of decency imaginable,0,0,0,0,0,1,0,0
That public fountain water looks stagnant and full of floating debris nobody should drink.,0,0,0,0,0,1,0,0
The way cockroaches scatter when you turn on the lights here is nauseating.,0,0,0,0,0,1,0,0
Your callous jokes about tragedy are deeply offensive and hurtful,0,0,0,0,0,1,0,0
I'm appalled by how carelessly they dumped toxic waste into our river.,0,0,0,0,0,1,0,0
That cockroach-infested apartment made me feel nauseous just walking through it.,0,0,0,0,0,1,0,0
The dirty dishes piled up for weeks are starting to reek.,0,0,0,0,0,1,0,0
"The thought of eating that undercooked, bloody meat makes me feel sick.",0,0,0,0,0,1,0,0
The corruption in this company makes my stomach turn.,0,0,0,0,0,1,0,0
This fish sauce smells like low tide and rotting seaweed.,0,0,0,0,0,1,0,0
The way they abandoned their pet when moving was heartless and disgusting.,0,0,0,0,0,1,0,0
I'm appalled by how they covered up known safety defects in their products.,0,0,0,0,0,1,0,0
The garbage truck's leaking fluids smell awful,0,0,0,0,0,1,0,0
This putrid cheese has developed a fuzzy green coating,0,0,0,0,0,1,0,0
I'm nauseated by their constant need for attention,0,0,0,0,0,1,0,0
That wound looks infected and deeply concerning,0,0,0,0,0,1,0,0
The mold growing on the walls of that basement apartment is a serious health concern.,0,0,0,0,0,1,0,0
Their systematic oppression of minorities makes me physically ill,0,0,0,0,0,1,0,0
How could anyone treat animals with such cruelty and indifference,0,0,0,0,0,1,0,0
I'm repelled by their shameless pursuit of money over morals,0,0,0,0,0,1,0,0
The rotten vegetables at the bottom drawer smelled terrible,0,0,0,0,0,1,0,0
That reality show exploits people's pain for entertainment and profit,0,0,0,0,0,1,0,0
The dirty dishes had been sitting there so long they attracted insects.,0,0,0,0,0,1,0,0
I find their disrespectful behavior toward veterans completely offensive.,0,0,0,0,0,1,0,0
This spoiled fruit has attracted fruit flies everywhere,0,0,0,0,0,1,0,0
The cockroaches in that restaurant kitchen are absolutely revolting,0,0,0,0,0,1,0,0
I'm disgusted by how they profit from addictive products targeting vulnerable teenagers.,0,0,0,0,0,1,0,0
Her two-faced behavior toward different social groups reveals a disturbing lack of authentic character.,0,0,0,0,0,1,0,0
That greasy film on the restaurant's glasses suggests serious hygiene problems.,0,0,0,0,0,1,0,0
The smell of cigarettes on his clothes makes me gag.,0,0,0,0,0,1,0,0
I'm nauseated by how they abandoned their elderly parents.,0,0,0,0,0,1,0,0
The way he treats his employees makes my stomach turn with revulsion.,0,0,0,0,0,1,0,0
The dirty public restroom made me want to vomit,0,0,0,0,0,1,0,0
That moldy cheese has fuzzy growths covering the entire surface,0,0,0,0,0,1,0,0
I can't stand the way he chews with his mouth open,0,0,0,0,0,1,0,0
This dirty bandage should have been changed days ago.,0,0,0,0,0,1,0,0
I find their homophobic comments absolutely vile and hurtful to hear.,0,0,0,0,0,1,0,0
I'm revolted by his treatment of his own family,0,0,0,0,0,1,0,0
Their complete disrespect for religious beliefs is deeply offensive.,0,0,0,0,0,1,0,0
This pond water is stagnant and filled with algae blooms.,0,0,0,0,0,1,0,0
I'm nauseated by how they manipulate vulnerable people constantly,0,0,0,0,0,1,0,0
That slimy lettuce in my salad was clearly past expiration,0,0,0,0,0,1,0,0
"This lumpy, curdled milk is absolutely revolting and needs disposal.",0,0,0,0,0,1,0,0
Their manipulation of the voting process undermines democracy itself.,0,0,0,0,0,1,0,0
That rancid cooking oil smell made the entire restaurant kitchen absolutely unbearable.,0,0,0,0,0,1,0,0
That bathroom mirror is covered in unidentifiable stains - I can't look anymore.,0,0,0,0,0,1,0,0
This milk has separated into disgusting chunky pieces,0,0,0,0,0,1,0,0
The bathroom was so filthy I couldn't even step inside.,0,0,0,0,0,1,0,0
Their lack of basic hygiene makes being around them quite unpleasant.,0,0,0,0,0,1,0,0
Discovering my partner's infidelity made me feel nauseous and betrayed,0,0,0,0,0,1,0,0
The way he treats service workers is appalling,0,0,0,0,0,1,0,0
I'm disgusted by how they treat their elderly parents.,0,0,0,0,0,1,0,0
That dumpster fire smell is making the entire neighborhood absolutely unbearable,0,0,0,0,0,1,0,0
How could anyone abuse their position of trust repeatedly?,0,0,0,0,0,1,0,0
That putrid smell is coming from the basement drain,0,0,0,0,0,1,0,0
Their constant lying about qualifications during job interviews is absolutely dishonest and pathetic.,0,0,0,0,0,1,0,0
I can't stomach listening to another one of their self-serving political speeches.,0,0,0,0,0,1,0,0
The way they treat immigrants is dehumanizing and absolutely shameful.,0,0,0,0,0,1,0,0
The cockroaches scurrying across the counter are absolutely repulsive,0,0,0,0,0,1,0,0
His constant mansplaining and condescending attitude toward female colleagues makes me want to scream.,0,0,0,0,0,1,0,0
This festering wound needs immediate medical attention now.,0,0,0,0,0,1,0,0
Your constant lying makes me sick to my stomach,0,0,0,0,0,1,0,0
That person's table manners are so crude they're making everyone uncomfortable around them.,0,0,0,0,0,1,0,0
Their treatment of whistleblowers reveals how corrupt the system really is,0,0,0,0,0,1,0,0
The mucus texture of this soup is making me lose appetite.,0,0,0,0,0,1,0,0
This overpriced meal tastes like cardboard soaked in grease.,0,0,0,0,0,1,0,0
I'm appalled by how they treat minimum wage workers with such obvious disdain.,0,0,0,0,0,1,0,0
Her constant lying about her qualifications during job interviews is pathetic,0,0,0,0,0,1,0,0
That person's body odor is overwhelming the entire elevator.,0,0,0,0,0,1,0,0
Her racist comments at dinner left everyone feeling uncomfortable and sickened.,0,0,0,0,0,1,0,0
The bathroom was so filthy I couldn't even enter it.,0,0,0,0,0,1,0,0
The way they treat their own children is heartbreaking,0,0,0,0,0,1,0,0
The mold growing on these walls is a health hazard nightmare,0,0,0,0,0,1,0,0
Her manipulation of vulnerable elderly people for money is absolutely despicable and criminal.,0,0,0,0,0,1,0,0
The smell of that dead fish washed up on the beach is overwhelming everyone.,0,0,0,0,0,1,0,0
I'm sickened by how they weaponize religion to justify hatred.,0,0,0,0,0,1,0,0
This gym's locker room smells like a swamp in summer.,0,0,0,0,0,1,0,0
The way they fired her without warning shows complete lack of integrity.,0,0,0,0,0,1,0,0
This greasy pizza box is soaked through with oil.,0,0,0,0,0,1,0,0
I'm appalled by the racist comments he made yesterday.,0,0,0,0,0,1,0,0
This restaurant's hygiene standards are so low I'm worried about food poisoning.,0,0,0,0,0,1,0,0
I can't believe they would scam cancer patients,0,0,0,0,0,1,0,0
Their treatment of indigenous communities is shameful,0,0,0,0,0,1,0,0
I can't stand the way they waste perfectly good food regularly.,0,0,0,0,0,1,0,0
Their mockery of religious beliefs shows complete disrespect for others' values.,0,0,0,0,0,1,0,0
I'm disgusted by how they abandon core values for social media approval.,0,0,0,0,0,1,0,0
This moldy food in the fridge is making me gag uncontrollably,0,0,0,0,0,1,0,0
I'm sickened by their callous disregard for human life,0,0,0,0,0,1,0,0
Your dishonesty about the accident is morally wrong,0,0,0,0,0,1,0,0
This spoiled meat has turned a disgusting color,0,0,0,0,0,1,0,0
His misogynistic comments about female colleagues are repugnant and unprofessional.,0,0,0,0,0,1,0,0
Their exploitation of the poor is morally reprehensible behavior,0,0,0,0,0,1,0,0
I find their political opportunism during this crisis revolting,0,0,0,0,0,1,0,0
This soup tastes like dishwater mixed with cardboard and disappointment,0,0,0,0,0,1,0,0
I can't believe you would stoop to such reprehensible behavior.,0,0,0,0,0,1,0,0
This video of animal cruelty makes me feel sick to watch.,0,0,0,0,0,1,0,0
This whole cover-up makes me want to vomit,0,0,0,0,0,1,0,0
I find their complete disregard for animal welfare to be absolutely abhorrent.,0,0,0,0,0,1,0,0
The way they steal credit for others' work is contemptible behavior.,0,0,0,0,0,1,0,0
I'm revolted by people who abuse their power to silence victims of workplace harassment,0,0,0,0,0,1,0,0
Their dishonest business practices fill me with contempt.,0,0,0,0,0,1,0,0
I'm appalled by how they're destroying the environment just to save a few dollars.,0,0,0,0,0,1,0,0
The way they exploit migrant workers with below-minimum wages is absolutely shameful.,0,0,0,0,0,1,0,0
That bathroom was so filthy I couldn't even enter,0,0,0,0,0,1,0,0
This fish market smells like death on a hot summer day.,0,0,0,0,0,1,0,0
I'm disgusted by politicians who lie directly to voters' faces repeatedly.,0,0,0,0,0,1,0,0
The way some people treat retail workers during busy shopping seasons is deplorable.,0,0,0,0,0,1,0,0
This sour milk has chunks floating throughout the container,0,0,0,0,0,1,0,0
That garbage disposal backup smell is making me physically nauseous,0,0,0,0,0,1,0,0
Her racist rants on social media are repugnant and damage the company's reputation.,0,0,0,0,0,1,0,0
The stagnant water in that pond smells absolutely horrible today.,0,0,0,0,0,1,0,0
Watching him cheat on his taxes while complaining about others disgusts me,0,0,0,0,0,1,0,0
The way they waste taxpayer money is genuinely infuriating,0,0,0,0,0,1,0,0
The way they exploit their workers for profit is morally bankrupt behavior.,0,0,0,0,0,1,0,0
How can anyone be so heartless toward suffering animals?,0,0,0,0,0,1,0,0
I can't stomach people who profit from others' addiction and personal destruction.,0,0,0,0,0,1,0,0
That movie was so grotesque I had to leave the theater halfway through.,0,0,0,0,0,1,0,0
I find it repulsive when people don't wash their hands after using bathrooms.,0,0,0,0,0,1,0,0
I can't stand the hypocrisy of that preacher,0,0,0,0,0,1,0,0
The politician's lies are nauseating and transparent,0,0,0,0,0,1,0,0
The sewage backup has created an absolutely revolting mess everywhere,0,0,0,0,0,1,0,0
Their exploitation of child labor is abhorrent,0,0,0,0,0,1,0,0
That septic tank smell is making everyone nauseous,0,0,0,0,0,1,0,0
The smell of burnt plastic is nauseating,0,0,0,0,0,1,0,0
This bathroom is absolutely filthy and reeks of something I don't want to identify.,0,0,0,0,0,1,0,0
The maggot-infested garbage can needs immediate attention,0,0,0,0,0,1,0,0
I'm appalled by the unsanitary conditions in that food truck.,0,0,0,0,0,1,0,0
Their fake friendship while secretly undermining my career is absolutely two-faced and manipulative.,0,0,0,0,0,1,0,0
I find it disgusting when people don't clean up after their dogs in public.,0,0,0,0,0,1,0,0
The thought of eating insects makes me physically recoil even though it's culturally normal.,0,0,0,0,0,1,0,0
The cockroaches crawling across the counter made my skin crawl immediately.,0,0,0,0,0,1,0,0
I can't stomach their constant bragging about illegal activities,0,0,0,0,0,1,0,0
I'm sickened by the wealthy family's complete indifference to homeless people nearby.,0,0,0,0,0,1,0,0
The moldy bread in the pantry is absolutely foul.,0,0,0,0,0,1,0,0
The way he treats his ex-wife in front of their children is deplorable.,0,0,0,0,0,1,0,0
Her vindictive behavior toward innocent children is absolutely despicable.,0,0,0,0,0,1,0,0
His constant bragging about wealth while others suffer appalls me,0,0,0,0,0,1,0,0
The grime on these windows is disgusting,0,0,0,0,0,1,0,0
The way they manipulated those vulnerable investors into bad deals is absolutely predatory.,0,0,0,0,0,1,0,0
I'm sickened by their complete lack of basic human decency,0,0,0,0,0,1,0,0
I'm sickened by how much food gets wasted here daily,0,0,0,0,0,1,0,0
This expired fish has developed an odor that transcends normal decomposition,0,0,0,0,0,1,0,0
The smell of sulfur from the factory makes the entire neighborhood unlivable.,0,0,0,0,0,1,0,0
This muddy water tastes absolutely horrible and potentially contaminated.,0,0,0,0,0,1,0,0
The way some people treat their aging parents is morally reprehensible and heartless.,0,0,0,0,0,1,0,0
I'm appalled by their decision to cut funding for children's programs.,0,0,0,0,0,1,0,0
I can't believe someone would plagiarize their entire thesis,0,0,0,0,0,1,0,0
The smell of that overflowing dumpster in the summer heat is unbearable.,0,0,0,0,0,1,0,0
The thought of touching that slimy surface makes me shudder.,0,0,0,0,0,1,0,0
That reality show exploits people's suffering for entertainment and profit,0,0,0,0,0,1,0,0
The way she treats service workers with such condescension makes me angry.,0,0,0,0,0,1,0,0
Her constant need to tear down other people's achievements to make herself feel better is toxic.,0,0,0,0,0,1,0,0
This expired milk smells so rancid it's making the entire kitchen reek.,0,0,0,0,0,1,0,0
That greasy spoon diner gave me serious food poisoning last time,0,0,0,0,0,1,0,0
The way they're exploiting child labor while marketing themselves as ethical disgusts me.,0,0,0,0,0,1,0,0
That moldy cheese has turned completely green and smells like rotting socks.,0,0,0,0,0,1,0,0
The way he talks about women is offensive and makes me uncomfortable.,0,0,0,0,0,1,0,0
That person's habit of not cleaning up after their dog is inconsiderate and gross.,0,0,0,0,0,1,0,0
The public pool was so dirty I couldn't bring myself to swim,0,0,0,0,0,1,0,0
The way he treats women is completely unacceptable,0,0,0,0,0,1,0,0
The way they handled that crisis was completely despicable,0,0,0,0,0,1,0,0
His cheating on the exam is morally disgusting,0,0,0,0,0,1,0,0
The maggot-infested meat at that butcher shop made me lose my appetite entirely.,0,0,0,0,0,1,0,0
The thought of eating that overcooked fish makes me shudder,0,0,0,0,0,1,0,0
Their complete disregard for environmental protection makes me sick to my core.,0,0,0,0,0,1,0,0
His cheating on taxes while criticizing others is hypocritical nonsense,0,0,0,0,0,1,0,0
This hotel room clearly hasn't been properly cleaned between guest stays,0,0,0,0,0,1,0,0
The unsanitary conditions in the hospital kitchen are putting patients' lives at serious risk.,0,0,0,0,0,1,0,0
This spoiled produce should never have been sold.,0,0,0,0,0,1,0,0
The moldy cheese in my refrigerator has developed a vile odor,0,0,0,0,0,1,0,0
That overflowing toilet in the office bathroom is creating a health hazard for everyone.,0,0,0,0,0,1,0,0
I can't stand the smell of cigarette smoke clinging to everything.,0,0,0,0,0,1,0,0
I'm sickened by how they manipulate children for personal gain,0,0,0,0,0,1,0,0
I find their constant virtue signaling while doing nothing genuinely helpful revolting.,0,0,0,0,0,1,0,0
That person's prejudiced views are backward and shameful,0,0,0,0,0,1,0,0
That spoiled milk has chunks floating in it that make me gag.,0,0,0,0,0,1,0,0
That person's table manners are so crude and disgusting it ruins my appetite.,0,0,0,0,0,1,0,0
What a disgusting abuse of trust to steal from your own family members.,0,0,0,0,0,1,0,0
The slime trail left by these slugs is revolting,0,0,0,0,0,1,0,0
This spoiled seafood has developed an absolutely putrid and offensive odor,0,0,0,0,0,1,0,0
The way some people exploit vulnerable elderly folks for money is utterly despicable.,0,0,0,0,0,1,0,0
I find his constant lying and manipulation tactics absolutely despicable and unforgivable.,0,0,0,0,0,1,0,0
This expired milk tastes sour and revolting in my mouth.,0,0,0,0,0,1,0,0
The dead rodent smell coming from the walls is overwhelming,0,0,0,0,0,1,0,0
The grime under his fingernails suggests he hasn't washed his hands properly in days,0,0,0,0,0,1,0,0
I'm disgusted by how they abandoned their pets when moving.,0,0,0,0,0,1,0,0
I'm repulsed by how quickly gossip spreads through this supposedly professional workplace.,0,0,0,0,0,1,0,0
The way they litter constantly in this beautiful park is infuriating and disrespectful.,0,0,0,0,0,1,0,0
That spoiled fish market smell lingered on my clothes for hours.,0,0,0,0,0,1,0,0
I'm sickened by companies that exploit child labor,0,0,0,0,0,1,0,0
I'm disgusted by their complete disregard for basic human decency and respect.,0,0,0,0,0,1,0,0
This restaurant's kitchen is crawling with cockroaches - I'm never eating here again.,0,0,0,0,0,1,0,0
The sewage backup created an absolutely nightmarish smell,0,0,0,0,0,1,0,0
I can't stand the way he chews loudly,0,0,0,0,0,1,0,0
