text,joy_label,sadness_label,anger_label,fear_label,trust_label,disgust_label,surprise_label,anticipation_label
I can't stop being anxious about change,0,0,0,1,0,0,0,0
the future fills me with dread,0,0,0,1,0,0,0,0
I'm alarmed about making mistakes,0,0,0,1,0,0,0,0
I'm experiencing fear about rejection,0,0,0,1,0,0,0,0
I can't stop being terrified about being alone,0,0,0,1,0,0,0,0
I'm apprehensive that what might happen might happen,0,0,0,1,0,0,0,0
the dark fills me with panic,0,0,0,1,0,0,0,0
the future fills me with terror,0,0,0,1,0,0,0,0
the dark fills me with panic,0,0,0,1,0,0,0,0
I can't stop being worried about what might happen,0,0,0,1,0,0,0,0
the dark fills me with panic,0,0,0,1,0,0,0,0
uncertainty fills me with anxiety,0,0,0,1,0,0,0,0
being alone fills me with anxiety,0,0,0,1,0,0,0,0
confrontation fills me with dread,0,0,0,1,0,0,0,0
I feel alarmed when I think about the future,0,0,0,1,0,0,0,0
I'm panicked that failing might happen,0,0,0,1,0,0,0,0
I'm nervous about the future,0,0,0,1,0,0,0,0
The thought of losing someone I love unnerves me,0,0,0,1,0,0,0,0
I feel apprehensive when I think about being alone,0,0,0,1,0,0,0,0
uncertainty fills me with anxiety,0,0,0,1,0,0,0,0
The thought of the future alarms me,0,0,0,1,0,0,0,0
the future fills me with apprehension,0,0,0,1,0,0,0,0
losing someone I love makes me feel anxious,0,0,0,1,0,0,0,0
I feel frightened when I think about change,0,0,0,1,0,0,0,0
I'm afraid about change,0,0,0,1,0,0,0,0
uncertainty fills me with terror,0,0,0,1,0,0,0,0
the dark makes me feel scared,0,0,0,1,0,0,0,0
being alone makes me feel frightened,0,0,0,1,0,0,0,0
I'm uneasy about what might happen,0,0,0,1,0,0,0,0
losing someone I love fills me with dread,0,0,0,1,0,0,0,0
I'm scared about making mistakes,0,0,0,1,0,0,0,0
I'm terrified that what might happen might happen,0,0,0,1,0,0,0,0
confrontation fills me with apprehension,0,0,0,1,0,0,0,0
I can't stop being uneasy about uncertainty,0,0,0,1,0,0,0,0
what might happen fills me with panic,0,0,0,1,0,0,0,0
I can't stop being frightened about confrontation,0,0,0,1,0,0,0,0
I feel afraid when I think about change,0,0,0,1,0,0,0,0
rejection makes me feel scared,0,0,0,1,0,0,0,0
I'm frightened about making mistakes,0,0,0,1,0,0,0,0
I can't stop being scared about the unknown,0,0,0,1,0,0,0,0
I'm scared about losing someone I love,0,0,0,1,0,0,0,0
I'm fearful about rejection,0,0,0,1,0,0,0,0
The thought of the future terrifies me,0,0,0,1,0,0,0,0
The thought of what might happen frightens me,0,0,0,1,0,0,0,0
I'm experiencing terror about rejection,0,0,0,1,0,0,0,0
I feel scared when I think about making mistakes,0,0,0,1,0,0,0,0
change fills me with panic,0,0,0,1,0,0,0,0
rejection fills me with anxiety,0,0,0,1,0,0,0,0
I'm panicked about uncertainty,0,0,0,1,0,0,0,0
I'm nervous about being alone,0,0,0,1,0,0,0,0
I can't stop being uneasy about the unknown,0,0,0,1,0,0,0,0
the future makes me feel nervous,0,0,0,1,0,0,0,0
I feel frightened when I think about failing,0,0,0,1,0,0,0,0
what might happen makes me feel apprehensive,0,0,0,1,0,0,0,0
I feel anxious when I think about rejection,0,0,0,1,0,0,0,0
I'm apprehensive about failing,0,0,0,1,0,0,0,0
I'm panicked about losing someone I love,0,0,0,1,0,0,0,0
The thought of the future unnerves me,0,0,0,1,0,0,0,0
the unknown fills me with anxiety,0,0,0,1,0,0,0,0
I can't stop being scared about making mistakes,0,0,0,1,0,0,0,0
losing someone I love makes me feel scared,0,0,0,1,0,0,0,0
I'm experiencing anxiety about being alone,0,0,0,1,0,0,0,0
I'm experiencing dread about confrontation,0,0,0,1,0,0,0,0
I feel apprehensive when I think about uncertainty,0,0,0,1,0,0,0,0
I'm experiencing anxiety about change,0,0,0,1,0,0,0,0
I'm experiencing anxiety about what might happen,0,0,0,1,0,0,0,0
I'm experiencing apprehension about making mistakes,0,0,0,1,0,0,0,0
I'm uneasy that failing might happen,0,0,0,1,0,0,0,0
The thought of rejection frightens me,0,0,0,1,0,0,0,0
I'm experiencing panic about uncertainty,0,0,0,1,0,0,0,0
I'm experiencing fear about rejection,0,0,0,1,0,0,0,0
I feel fearful when I think about uncertainty,0,0,0,1,0,0,0,0
I feel nervous when I think about the unknown,0,0,0,1,0,0,0,0
I'm experiencing dread about the future,0,0,0,1,0,0,0,0
I feel anxious when I think about the unknown,0,0,0,1,0,0,0,0
The thought of the unknown frightens me,0,0,0,1,0,0,0,0
uncertainty makes me feel alarmed,0,0,0,1,0,0,0,0
I'm experiencing fear about the future,0,0,0,1,0,0,0,0
I'm alarmed about change,0,0,0,1,0,0,0,0
I can't stop being scared about the future,0,0,0,1,0,0,0,0
I feel afraid when I think about the future,0,0,0,1,0,0,0,0
the unknown fills me with apprehension,0,0,0,1,0,0,0,0
The thought of being alone worries me,0,0,0,1,0,0,0,0
I'm experiencing anxiety about confrontation,0,0,0,1,0,0,0,0
I feel anxious when I think about what might happen,0,0,0,1,0,0,0,0
what might happen makes me feel alarmed,0,0,0,1,0,0,0,0
making mistakes fills me with terror,0,0,0,1,0,0,0,0
I'm worried about failing,0,0,0,1,0,0,0,0
I'm frightened that the future might happen,0,0,0,1,0,0,0,0
I'm experiencing apprehension about losing someone I love,0,0,0,1,0,0,0,0
I'm experiencing apprehension about being alone,0,0,0,1,0,0,0,0
the future makes me feel terrified,0,0,0,1,0,0,0,0
I can't stop being terrified about the unknown,0,0,0,1,0,0,0,0
I'm apprehensive about the future,0,0,0,1,0,0,0,0
I'm scared that losing someone I love might happen,0,0,0,1,0,0,0,0
I feel panicked when I think about the unknown,0,0,0,1,0,0,0,0
the dark makes me feel apprehensive,0,0,0,1,0,0,0,0
losing someone I love fills me with terror,0,0,0,1,0,0,0,0
I can't stop being terrified about failing,0,0,0,1,0,0,0,0
I'm scared that rejection might happen,0,0,0,1,0,0,0,0
losing someone I love makes me feel scared,0,0,0,1,0,0,0,0
I feel panicked when I think about the future,0,0,0,1,0,0,0,0
I feel nervous when I think about the unknown,0,0,0,1,0,0,0,0
I can't stop being terrified about failing,0,0,0,1,0,0,0,0
making mistakes makes me feel afraid,0,0,0,1,0,0,0,0
I can't stop being apprehensive about rejection,0,0,0,1,0,0,0,0
I can't stop being scared about change,0,0,0,1,0,0,0,0
uncertainty makes me feel panicked,0,0,0,1,0,0,0,0
I can't stop being worried about being alone,0,0,0,1,0,0,0,0
I feel terrified when I think about the future,0,0,0,1,0,0,0,0
The thought of what might happen alarms me,0,0,0,1,0,0,0,0
I'm apprehensive that rejection might happen,0,0,0,1,0,0,0,0
The thought of rejection unnerves me,0,0,0,1,0,0,0,0
I'm experiencing terror about confrontation,0,0,0,1,0,0,0,0
The thought of the dark alarms me,0,0,0,1,0,0,0,0
I feel terrified when I think about losing someone I love,0,0,0,1,0,0,0,0
I'm panicked about confrontation,0,0,0,1,0,0,0,0
the dark fills me with dread,0,0,0,1,0,0,0,0
The thought of being alone frightens me,0,0,0,1,0,0,0,0
I'm experiencing panic about uncertainty,0,0,0,1,0,0,0,0
The thought of being alone alarms me,0,0,0,1,0,0,0,0
confrontation fills me with terror,0,0,0,1,0,0,0,0
I feel panicked when I think about uncertainty,0,0,0,1,0,0,0,0
I'm worried about being alone,0,0,0,1,0,0,0,0
I'm experiencing fear about rejection,0,0,0,1,0,0,0,0
I'm afraid about uncertainty,0,0,0,1,0,0,0,0
being alone makes me feel frightened,0,0,0,1,0,0,0,0
change makes me feel alarmed,0,0,0,1,0,0,0,0
I'm scared about what might happen,0,0,0,1,0,0,0,0
I'm uneasy that rejection might happen,0,0,0,1,0,0,0,0
I feel frightened when I think about what might happen,0,0,0,1,0,0,0,0
I'm experiencing terror about the future,0,0,0,1,0,0,0,0
confrontation makes me feel alarmed,0,0,0,1,0,0,0,0
I'm experiencing anxiety about the future,0,0,0,1,0,0,0,0
I'm experiencing dread about the future,0,0,0,1,0,0,0,0
I feel uneasy when I think about change,0,0,0,1,0,0,0,0
I'm experiencing dread about what might happen,0,0,0,1,0,0,0,0
failing makes me feel uneasy,0,0,0,1,0,0,0,0
I'm uneasy that making mistakes might happen,0,0,0,1,0,0,0,0
I'm terrified about what might happen,0,0,0,1,0,0,0,0
I'm frightened that being alone might happen,0,0,0,1,0,0,0,0
I can't stop being frightened about uncertainty,0,0,0,1,0,0,0,0
I'm panicked that the future might happen,0,0,0,1,0,0,0,0
change fills me with anxiety,0,0,0,1,0,0,0,0
I feel fearful when I think about making mistakes,0,0,0,1,0,0,0,0
what might happen fills me with dread,0,0,0,1,0,0,0,0
I'm experiencing panic about rejection,0,0,0,1,0,0,0,0
making mistakes makes me feel frightened,0,0,0,1,0,0,0,0
uncertainty fills me with dread,0,0,0,1,0,0,0,0
rejection makes me feel fearful,0,0,0,1,0,0,0,0
confrontation makes me feel frightened,0,0,0,1,0,0,0,0
I'm experiencing terror about change,0,0,0,1,0,0,0,0
I'm experiencing terror about making mistakes,0,0,0,1,0,0,0,0
I'm worried about change,0,0,0,1,0,0,0,0
I'm experiencing anxiety about the future,0,0,0,1,0,0,0,0
The thought of failing worries me,0,0,0,1,0,0,0,0
I'm panicked about rejection,0,0,0,1,0,0,0,0
I'm fearful that making mistakes might happen,0,0,0,1,0,0,0,0
The thought of the future alarms me,0,0,0,1,0,0,0,0
I'm afraid about confrontation,0,0,0,1,0,0,0,0
I can't stop being worried about the future,0,0,0,1,0,0,0,0
I feel apprehensive when I think about confrontation,0,0,0,1,0,0,0,0
I'm panicked that the dark might happen,0,0,0,1,0,0,0,0
I'm frightened about uncertainty,0,0,0,1,0,0,0,0
I'm scared that confrontation might happen,0,0,0,1,0,0,0,0
I feel terrified when I think about uncertainty,0,0,0,1,0,0,0,0
I can't stop being apprehensive about confrontation,0,0,0,1,0,0,0,0
I'm experiencing anxiety about uncertainty,0,0,0,1,0,0,0,0
The thought of losing someone I love frightens me,0,0,0,1,0,0,0,0
I feel alarmed when I think about failing,0,0,0,1,0,0,0,0
The thought of making mistakes worries me,0,0,0,1,0,0,0,0
failing makes me feel panicked,0,0,0,1,0,0,0,0
I'm scared that failing might happen,0,0,0,1,0,0,0,0
failing fills me with apprehension,0,0,0,1,0,0,0,0
I'm experiencing fear about making mistakes,0,0,0,1,0,0,0,0
I'm uneasy that the dark might happen,0,0,0,1,0,0,0,0
I can't stop being afraid about change,0,0,0,1,0,0,0,0
I'm fearful about uncertainty,0,0,0,1,0,0,0,0
I can't stop being frightened about failing,0,0,0,1,0,0,0,0
the unknown fills me with terror,0,0,0,1,0,0,0,0
I'm fearful about change,0,0,0,1,0,0,0,0
I'm worried about being alone,0,0,0,1,0,0,0,0
the future fills me with terror,0,0,0,1,0,0,0,0
I'm frightened that rejection might happen,0,0,0,1,0,0,0,0
the dark fills me with terror,0,0,0,1,0,0,0,0
I'm panicked that being alone might happen,0,0,0,1,0,0,0,0
I can't stop being frightened about failing,0,0,0,1,0,0,0,0
I feel terrified when I think about the future,0,0,0,1,0,0,0,0
failing fills me with dread,0,0,0,1,0,0,0,0
I'm terrified about what might happen,0,0,0,1,0,0,0,0
I'm nervous about the future,0,0,0,1,0,0,0,0
The thought of making mistakes scares me,0,0,0,1,0,0,0,0
I'm scared about change,0,0,0,1,0,0,0,0
I can't stop being anxious about the future,0,0,0,1,0,0,0,0
being alone makes me feel terrified,0,0,0,1,0,0,0,0
the dark makes me feel apprehensive,0,0,0,1,0,0,0,0
uncertainty makes me feel worried,0,0,0,1,0,0,0,0
I'm worried that what might happen might happen,0,0,0,1,0,0,0,0
I'm terrified that being alone might happen,0,0,0,1,0,0,0,0
I feel fearful when I think about being alone,0,0,0,1,0,0,0,0
I'm experiencing dread about what might happen,0,0,0,1,0,0,0,0
I feel worried when I think about the unknown,0,0,0,1,0,0,0,0
The thought of losing someone I love worries me,0,0,0,1,0,0,0,0
The thought of what might happen alarms me,0,0,0,1,0,0,0,0
The thought of losing someone I love worries me,0,0,0,1,0,0,0,0
I'm experiencing dread about being alone,0,0,0,1,0,0,0,0
The thought of making mistakes unnerves me,0,0,0,1,0,0,0,0
I feel nervous when I think about being alone,0,0,0,1,0,0,0,0
I'm experiencing terror about what might happen,0,0,0,1,0,0,0,0
I can't stop being afraid about being alone,0,0,0,1,0,0,0,0
I feel afraid when I think about change,0,0,0,1,0,0,0,0
I'm experiencing fear about making mistakes,0,0,0,1,0,0,0,0
The thought of losing someone I love scares me,0,0,0,1,0,0,0,0
I'm terrified that losing someone I love might happen,0,0,0,1,0,0,0,0
I feel fearful when I think about making mistakes,0,0,0,1,0,0,0,0
I'm nervous that losing someone I love might happen,0,0,0,1,0,0,0,0
The thought of uncertainty scares me,0,0,0,1,0,0,0,0
I can't stop being nervous about change,0,0,0,1,0,0,0,0
I'm experiencing apprehension about the future,0,0,0,1,0,0,0,0
I feel apprehensive when I think about confrontation,0,0,0,1,0,0,0,0
I'm experiencing apprehension about confrontation,0,0,0,1,0,0,0,0
The thought of failing alarms me,0,0,0,1,0,0,0,0
I'm worried about rejection,0,0,0,1,0,0,0,0
I can't stop being apprehensive about what might happen,0,0,0,1,0,0,0,0
I feel uneasy when I think about the dark,0,0,0,1,0,0,0,0
I feel afraid when I think about the dark,0,0,0,1,0,0,0,0
I'm panicked about rejection,0,0,0,1,0,0,0,0
the unknown makes me feel uneasy,0,0,0,1,0,0,0,0
I'm experiencing apprehension about the dark,0,0,0,1,0,0,0,0
I'm experiencing fear about uncertainty,0,0,0,1,0,0,0,0
I feel apprehensive when I think about rejection,0,0,0,1,0,0,0,0
I'm afraid about change,0,0,0,1,0,0,0,0
I'm uneasy about the future,0,0,0,1,0,0,0,0
I'm apprehensive about failing,0,0,0,1,0,0,0,0
I'm terrified about confrontation,0,0,0,1,0,0,0,0
uncertainty fills me with terror,0,0,0,1,0,0,0,0
confrontation fills me with anxiety,0,0,0,1,0,0,0,0
I feel anxious when I think about losing someone I love,0,0,0,1,0,0,0,0
I can't stop being apprehensive about the unknown,0,0,0,1,0,0,0,0
I feel terrified when I think about confrontation,0,0,0,1,0,0,0,0
I'm uneasy about being alone,0,0,0,1,0,0,0,0
what might happen makes me feel terrified,0,0,0,1,0,0,0,0
I'm experiencing apprehension about confrontation,0,0,0,1,0,0,0,0
I feel anxious when I think about the dark,0,0,0,1,0,0,0,0
I'm apprehensive that the dark might happen,0,0,0,1,0,0,0,0
I feel worried when I think about rejection,0,0,0,1,0,0,0,0
I'm apprehensive that the future might happen,0,0,0,1,0,0,0,0
I can't stop being terrified about the future,0,0,0,1,0,0,0,0
I'm apprehensive that change might happen,0,0,0,1,0,0,0,0
I'm panicked that making mistakes might happen,0,0,0,1,0,0,0,0
making mistakes makes me feel uneasy,0,0,0,1,0,0,0,0
The thought of losing someone I love worries me,0,0,0,1,0,0,0,0
being alone fills me with anxiety,0,0,0,1,0,0,0,0
the unknown makes me feel anxious,0,0,0,1,0,0,0,0
I can't stop being alarmed about the unknown,0,0,0,1,0,0,0,0
change makes me feel anxious,0,0,0,1,0,0,0,0
I can't stop being afraid about what might happen,0,0,0,1,0,0,0,0
uncertainty makes me feel frightened,0,0,0,1,0,0,0,0
the dark makes me feel frightened,0,0,0,1,0,0,0,0
The thought of making mistakes frightens me,0,0,0,1,0,0,0,0
I'm experiencing apprehension about what might happen,0,0,0,1,0,0,0,0
The thought of making mistakes worries me,0,0,0,1,0,0,0,0
I can't stop being afraid about the unknown,0,0,0,1,0,0,0,0
I'm experiencing apprehension about confrontation,0,0,0,1,0,0,0,0
I'm apprehensive about rejection,0,0,0,1,0,0,0,0
I'm terrified about change,0,0,0,1,0,0,0,0
I feel alarmed when I think about failing,0,0,0,1,0,0,0,0
I'm experiencing anxiety about uncertainty,0,0,0,1,0,0,0,0
I'm worried about the unknown,0,0,0,1,0,0,0,0
change fills me with fear,0,0,0,1,0,0,0,0
uncertainty makes me feel worried,0,0,0,1,0,0,0,0
I feel scared when I think about rejection,0,0,0,1,0,0,0,0
being alone fills me with anxiety,0,0,0,1,0,0,0,0
I'm experiencing fear about failing,0,0,0,1,0,0,0,0
I can't stop being afraid about making mistakes,0,0,0,1,0,0,0,0
I'm fearful about the unknown,0,0,0,1,0,0,0,0
the future fills me with fear,0,0,0,1,0,0,0,0
I'm apprehensive about making mistakes,0,0,0,1,0,0,0,0
I'm terrified about change,0,0,0,1,0,0,0,0
uncertainty fills me with terror,0,0,0,1,0,0,0,0
The thought of losing someone I love frightens me,0,0,0,1,0,0,0,0
making mistakes fills me with fear,0,0,0,1,0,0,0,0
the future fills me with fear,0,0,0,1,0,0,0,0
making mistakes fills me with apprehension,0,0,0,1,0,0,0,0
I'm afraid about being alone,0,0,0,1,0,0,0,0
I can't stop being fearful about what might happen,0,0,0,1,0,0,0,0
confrontation fills me with dread,0,0,0,1,0,0,0,0
being alone fills me with dread,0,0,0,1,0,0,0,0
rejection fills me with panic,0,0,0,1,0,0,0,0
I'm terrified about change,0,0,0,1,0,0,0,0
I'm panicked that being alone might happen,0,0,0,1,0,0,0,0
I can't stop being nervous about uncertainty,0,0,0,1,0,0,0,0
I'm scared about losing someone I love,0,0,0,1,0,0,0,0
I'm afraid that rejection might happen,0,0,0,1,0,0,0,0
making mistakes fills me with panic,0,0,0,1,0,0,0,0
The thought of rejection terrifies me,0,0,0,1,0,0,0,0
being alone makes me feel alarmed,0,0,0,1,0,0,0,0
I feel alarmed when I think about the future,0,0,0,1,0,0,0,0
the unknown makes me feel nervous,0,0,0,1,0,0,0,0
The thought of being alone alarms me,0,0,0,1,0,0,0,0
I feel anxious when I think about being alone,0,0,0,1,0,0,0,0
I'm frightened about failing,0,0,0,1,0,0,0,0
I'm experiencing anxiety about what might happen,0,0,0,1,0,0,0,0
being alone makes me feel terrified,0,0,0,1,0,0,0,0
I'm nervous that making mistakes might happen,0,0,0,1,0,0,0,0
confrontation fills me with apprehension,0,0,0,1,0,0,0,0
I'm frightened about the unknown,0,0,0,1,0,0,0,0
I'm experiencing dread about making mistakes,0,0,0,1,0,0,0,0
I'm experiencing panic about failing,0,0,0,1,0,0,0,0
I'm frightened about the dark,0,0,0,1,0,0,0,0
I can't stop being panicked about confrontation,0,0,0,1,0,0,0,0
I'm frightened that making mistakes might happen,0,0,0,1,0,0,0,0
what might happen fills me with dread,0,0,0,1,0,0,0,0
I'm experiencing dread about the dark,0,0,0,1,0,0,0,0
rejection makes me feel nervous,0,0,0,1,0,0,0,0
I'm worried that losing someone I love might happen,0,0,0,1,0,0,0,0
I'm panicked that the dark might happen,0,0,0,1,0,0,0,0
I feel frightened when I think about failing,0,0,0,1,0,0,0,0
The thought of making mistakes frightens me,0,0,0,1,0,0,0,0
I'm alarmed about failing,0,0,0,1,0,0,0,0
I feel panicked when I think about losing someone I love,0,0,0,1,0,0,0,0
the dark fills me with apprehension,0,0,0,1,0,0,0,0
The thought of failing terrifies me,0,0,0,1,0,0,0,0
I'm frightened about the future,0,0,0,1,0,0,0,0
I'm experiencing dread about the unknown,0,0,0,1,0,0,0,0
I feel worried when I think about failing,0,0,0,1,0,0,0,0
The thought of confrontation scares me,0,0,0,1,0,0,0,0
The thought of failing scares me,0,0,0,1,0,0,0,0
I'm experiencing anxiety about the unknown,0,0,0,1,0,0,0,0
being alone makes me feel anxious,0,0,0,1,0,0,0,0
The thought of being alone worries me,0,0,0,1,0,0,0,0
The thought of the dark scares me,0,0,0,1,0,0,0,0
I feel anxious when I think about making mistakes,0,0,0,1,0,0,0,0
I can't stop being worried about what might happen,0,0,0,1,0,0,0,0
I'm panicked that confrontation might happen,0,0,0,1,0,0,0,0
I feel alarmed when I think about failing,0,0,0,1,0,0,0,0
The thought of the dark worries me,0,0,0,1,0,0,0,0
I can't stop being alarmed about failing,0,0,0,1,0,0,0,0
I feel scared when I think about confrontation,0,0,0,1,0,0,0,0
I feel panicked when I think about what might happen,0,0,0,1,0,0,0,0
I'm nervous about uncertainty,0,0,0,1,0,0,0,0
I'm scared that rejection might happen,0,0,0,1,0,0,0,0
I'm frightened that failing might happen,0,0,0,1,0,0,0,0
I'm panicked that rejection might happen,0,0,0,1,0,0,0,0
The thought of rejection worries me,0,0,0,1,0,0,0,0
I'm uneasy about uncertainty,0,0,0,1,0,0,0,0
rejection makes me feel worried,0,0,0,1,0,0,0,0
what might happen makes me feel panicked,0,0,0,1,0,0,0,0
I'm experiencing anxiety about the future,0,0,0,1,0,0,0,0
The thought of the unknown alarms me,0,0,0,1,0,0,0,0
I can't stop being worried about making mistakes,0,0,0,1,0,0,0,0
uncertainty fills me with terror,0,0,0,1,0,0,0,0
I'm experiencing terror about making mistakes,0,0,0,1,0,0,0,0
The thought of failing frightens me,0,0,0,1,0,0,0,0
I'm anxious that confrontation might happen,0,0,0,1,0,0,0,0
losing someone I love fills me with fear,0,0,0,1,0,0,0,0
I feel panicked when I think about what might happen,0,0,0,1,0,0,0,0
what might happen fills me with fear,0,0,0,1,0,0,0,0
change makes me feel scared,0,0,0,1,0,0,0,0
I'm terrified about change,0,0,0,1,0,0,0,0
I feel terrified when I think about uncertainty,0,0,0,1,0,0,0,0
I'm fearful about failing,0,0,0,1,0,0,0,0
rejection makes me feel scared,0,0,0,1,0,0,0,0
I can't stop being worried about losing someone I love,0,0,0,1,0,0,0,0
confrontation makes me feel worried,0,0,0,1,0,0,0,0
The thought of rejection scares me,0,0,0,1,0,0,0,0
I feel panicked when I think about rejection,0,0,0,1,0,0,0,0
I'm experiencing fear about being alone,0,0,0,1,0,0,0,0
I feel scared when I think about rejection,0,0,0,1,0,0,0,0
I feel uneasy when I think about failing,0,0,0,1,0,0,0,0
I feel scared when I think about failing,0,0,0,1,0,0,0,0
what might happen fills me with dread,0,0,0,1,0,0,0,0
failing fills me with dread,0,0,0,1,0,0,0,0
The thought of being alone worries me,0,0,0,1,0,0,0,0
I'm panicked about the future,0,0,0,1,0,0,0,0
I feel scared when I think about uncertainty,0,0,0,1,0,0,0,0
I'm worried about the dark,0,0,0,1,0,0,0,0
the dark fills me with anxiety,0,0,0,1,0,0,0,0
being alone fills me with fear,0,0,0,1,0,0,0,0
The thought of what might happen worries me,0,0,0,1,0,0,0,0
I'm anxious about the dark,0,0,0,1,0,0,0,0
failing makes me feel uneasy,0,0,0,1,0,0,0,0
I'm uneasy that the unknown might happen,0,0,0,1,0,0,0,0
I'm experiencing anxiety about the dark,0,0,0,1,0,0,0,0
I feel alarmed when I think about rejection,0,0,0,1,0,0,0,0
I feel terrified when I think about change,0,0,0,1,0,0,0,0
losing someone I love fills me with panic,0,0,0,1,0,0,0,0
I'm experiencing panic about what might happen,0,0,0,1,0,0,0,0
the future makes me feel anxious,0,0,0,1,0,0,0,0
I'm anxious that making mistakes might happen,0,0,0,1,0,0,0,0
I feel frightened when I think about losing someone I love,0,0,0,1,0,0,0,0
The thought of what might happen scares me,0,0,0,1,0,0,0,0
change makes me feel nervous,0,0,0,1,0,0,0,0
losing someone I love fills me with dread,0,0,0,1,0,0,0,0
I'm fearful that confrontation might happen,0,0,0,1,0,0,0,0
I'm nervous that rejection might happen,0,0,0,1,0,0,0,0
making mistakes makes me feel terrified,0,0,0,1,0,0,0,0
The thought of losing someone I love worries me,0,0,0,1,0,0,0,0
I'm fearful that what might happen might happen,0,0,0,1,0,0,0,0
I'm worried that the future might happen,0,0,0,1,0,0,0,0
I'm nervous about confrontation,0,0,0,1,0,0,0,0
The thought of failing terrifies me,0,0,0,1,0,0,0,0
what might happen makes me feel worried,0,0,0,1,0,0,0,0
the dark makes me feel fearful,0,0,0,1,0,0,0,0
I'm nervous that the unknown might happen,0,0,0,1,0,0,0,0
The thought of uncertainty unnerves me,0,0,0,1,0,0,0,0
uncertainty fills me with apprehension,0,0,0,1,0,0,0,0
I'm anxious about rejection,0,0,0,1,0,0,0,0
I can't stop being anxious about uncertainty,0,0,0,1,0,0,0,0
I'm experiencing apprehension about the future,0,0,0,1,0,0,0,0
I'm scared about being alone,0,0,0,1,0,0,0,0
confrontation fills me with panic,0,0,0,1,0,0,0,0
failing fills me with fear,0,0,0,1,0,0,0,0
I can't stop being uneasy about uncertainty,0,0,0,1,0,0,0,0
I'm worried about being alone,0,0,0,1,0,0,0,0
I'm terrified that the dark might happen,0,0,0,1,0,0,0,0
I feel anxious when I think about the future,0,0,0,1,0,0,0,0
what might happen makes me feel apprehensive,0,0,0,1,0,0,0,0
being alone makes me feel anxious,0,0,0,1,0,0,0,0
I'm frightened about uncertainty,0,0,0,1,0,0,0,0
I can't stop being panicked about failing,0,0,0,1,0,0,0,0
I'm uneasy that change might happen,0,0,0,1,0,0,0,0
change fills me with panic,0,0,0,1,0,0,0,0
the future fills me with terror,0,0,0,1,0,0,0,0
I'm nervous about losing someone I love,0,0,0,1,0,0,0,0
the unknown makes me feel anxious,0,0,0,1,0,0,0,0
I feel anxious when I think about confrontation,0,0,0,1,0,0,0,0
I feel panicked when I think about making mistakes,0,0,0,1,0,0,0,0
The thought of being alone terrifies me,0,0,0,1,0,0,0,0
I can't stop being frightened about change,0,0,0,1,0,0,0,0
rejection makes me feel nervous,0,0,0,1,0,0,0,0
confrontation makes me feel afraid,0,0,0,1,0,0,0,0
I feel worried when I think about change,0,0,0,1,0,0,0,0
I'm anxious that change might happen,0,0,0,1,0,0,0,0
I'm panicked about uncertainty,0,0,0,1,0,0,0,0
I can't stop being alarmed about change,0,0,0,1,0,0,0,0
The thought of the future unnerves me,0,0,0,1,0,0,0,0
I'm terrified about confrontation,0,0,0,1,0,0,0,0
change fills me with panic,0,0,0,1,0,0,0,0
The thought of change terrifies me,0,0,0,1,0,0,0,0
I'm experiencing panic about being alone,0,0,0,1,0,0,0,0
uncertainty makes me feel panicked,0,0,0,1,0,0,0,0
I can't stop being afraid about the future,0,0,0,1,0,0,0,0
The thought of making mistakes unnerves me,0,0,0,1,0,0,0,0
losing someone I love makes me feel anxious,0,0,0,1,0,0,0,0
The thought of change unnerves me,0,0,0,1,0,0,0,0
I'm afraid that failing might happen,0,0,0,1,0,0,0,0
I can't stop being nervous about uncertainty,0,0,0,1,0,0,0,0
I feel uneasy when I think about change,0,0,0,1,0,0,0,0
I feel anxious when I think about uncertainty,0,0,0,1,0,0,0,0
the unknown fills me with terror,0,0,0,1,0,0,0,0
I can't stop being anxious about the future,0,0,0,1,0,0,0,0
The thought of the unknown unnerves me,0,0,0,1,0,0,0,0
the dark fills me with dread,0,0,0,1,0,0,0,0
I'm experiencing dread about rejection,0,0,0,1,0,0,0,0
The thought of failing alarms me,0,0,0,1,0,0,0,0
the unknown makes me feel fearful,0,0,0,1,0,0,0,0
change makes me feel apprehensive,0,0,0,1,0,0,0,0
I'm frightened that the unknown might happen,0,0,0,1,0,0,0,0
failing fills me with terror,0,0,0,1,0,0,0,0
I'm afraid about being alone,0,0,0,1,0,0,0,0
I'm scared that failing might happen,0,0,0,1,0,0,0,0
failing fills me with anxiety,0,0,0,1,0,0,0,0
The thought of rejection unnerves me,0,0,0,1,0,0,0,0
I can't stop being worried about change,0,0,0,1,0,0,0,0
I feel alarmed when I think about rejection,0,0,0,1,0,0,0,0
The thought of losing someone I love alarms me,0,0,0,1,0,0,0,0
I can't stop being afraid about the future,0,0,0,1,0,0,0,0
I feel panicked when I think about being alone,0,0,0,1,0,0,0,0
I'm scared about uncertainty,0,0,0,1,0,0,0,0
The thought of rejection frightens me,0,0,0,1,0,0,0,0
confrontation fills me with anxiety,0,0,0,1,0,0,0,0
I feel anxious when I think about rejection,0,0,0,1,0,0,0,0
I'm experiencing panic about the unknown,0,0,0,1,0,0,0,0
I'm panicked that the dark might happen,0,0,0,1,0,0,0,0
uncertainty makes me feel uneasy,0,0,0,1,0,0,0,0
I'm worried that what might happen might happen,0,0,0,1,0,0,0,0
rejection fills me with dread,0,0,0,1,0,0,0,0
